id,tweet,label,disaster,tokenized,lemmatized,stemmed
'262965038887862272',eugenejwlee you knows it  fleeing to brooklyn now  less likely to flood there,2,hurricane,eugenejwlee you knows it fleeing to brooklyn now less likely to flood there,eugenejwlee you know it fleeing to brooklyn now le likely to flood there,eugenejwle you know it flee to brooklyn now less like to flood there
'262905547731374080',i just ousted  bryce hamilton as the mayor of walgreens on  foursquare,0,hurricane,i just ousted bryce hamilton as the mayor of walgreens on foursquare,i just ousted bryce hamilton a the mayor of walgreens on foursquare,i just oust bryce hamilton as the mayor of walgreen on foursquar
'263288770235863040',still no power in  chelsea  rain doesn t stop  wind is strong   sandy  nyc,2,hurricane,still no power in chelsea rain doesn t stop wind is strong sandy nyc,still no power in chelsea rain doesn t stop wind is strong sandy nyc,still no power in chelsea rain doesn t stop wind is strong sandi nyc
'263080686662066177',ocean city  i think this is jersey  summerwhitexo,0,hurricane,ocean city i think this is jersey summerwhitexo,ocean city i think this is jersey summerwhitexo,ocean citi i think thi is jersey summerwhitexo
'263398867100368896',on our way to bikram yoga   sandy cants stop us   dinanda    mta bus m101,1,hurricane,on our way to bikram yoga sandy cants stop us dinanda mta bus m101,on our way to bikram yoga sandy cant stop u dinanda mta bus m101,on our way to bikram yoga sandi cant stop us dinanda mta bu m101
'262510770460442624',johannafrelin  jocke nothing to talk about without content though  better to not crown one or the other but say they re both feudal lords,0,hurricane,johannafrelin jocke nothing to talk about without content though better to not crown one or the other but say they re both feudal lords,johannafrelin jocke nothing to talk about without content though better to not crown one or the other but say they re both feudal lord,johannafrelin jock noth to talk about without content though better to not crown one or the other but say they re both feudal lord
'263006399582310401',well since i have no power i guess it s nap time,0,hurricane,well since i have no power i guess it s nap time,well since i have no power i guess it s nap time,well sinc i have no power i guess it s nap time
'262918843918323712',just got back from the hospital  signs to george washington bridge warning that the bridge may be closed at any time,2,hurricane,just got back from the hospital signs to george washington bridge warning that the bridge may be closed at any time,just got back from the hospital sign to george washington bridge warning that the bridge may be closed at any time,just got back from the hospit sign to georg washington bridg warn that the bridg may be close at ani time
'262678022799364097',aegies  worth repeating that mitt romney is not in favor of federal disaster relief,2,hurricane,aegies worth repeating that mitt romney is not in favor of federal disaster relief,aegies worth repeating that mitt romney is not in favor of federal disaster relief,aegi worth repeat that mitt romney is not in favor of feder disast relief
'263229099525406720',scene at 5th between 90th and 91st    fifth ave  between 90th and 91st,1,hurricane,scene at 5th between 90th and 91st fifth ave between 90th and 91st,scene at 5th between 90th and 91st fifth ave between 90th and 91st,scene at 5th between 90th and 91st fifth ave between 90th and 91st
'262944819045883904',first victim  as i drive around       todt hill,0,hurricane,first victim as i drive around todt hill,first victim a i drive around todt hill,first victim as i drive around todt hill
'262578894312468484',justinbieber follow me and i will give you a cookie then it will be fun day,0,hurricane,justinbieber follow me and i will give you a cookie then it will be fun day,justinbieber follow me and i will give you a cookie then it will be fun day,justinbieb follow me and i will give you a cooki then it will be fun day
'263040145106808832',its kind of freaky  plz be gentle   hurricanesandy,1,hurricane,its kind of freaky plz be gentle hurricanesandy,it kind of freaky plz be gentle hurricanesandy,it kind of freaki plz be gentl hurricanesandi
'263096957780779008',di y   mike  ted is real actually found a place around fordham that is still delivering,0,hurricane,di y mike ted is real actually found a place around fordham that is still delivering,di y mike ted is real actually found a place around fordham that is still delivering,di y mike ted is real actual found a place around fordham that is still deliv
'262983817869021184',keep it 100 babe we both know i m not the only one,0,hurricane,keep it 100 babe we both know i m not the only one,keep it 100 babe we both know i m not the only one,keep it 100 babe we both know i m not the onli one
'263372813669380096',just posted a photo   millburn deli,0,hurricane,just posted a photo millburn deli,just posted a photo millburn deli,just post a photo millburn deli
'263097411965169665',nicpetrone the captain is still sailing around in my stomach,0,hurricane,nicpetrone the captain is still sailing around in my stomach,nicpetrone the captain is still sailing around in my stomach,nicpetron the captain is still sail around in my stomach
'263322145671753728',none of the street lights work  cars are abandoned or driving as they please     lookin like the apocolypse      sandy  2012  wegonnndiiiie,1,hurricane,none of the street lights work cars are abandoned or driving as they please lookin like the apocolypse sandy 2012 wegonnndiiiie,none of the street light work car are abandoned or driving a they please lookin like the apocolypse sandy 2012 wegonnndiiiie,none of the street light work car are abandon or drive as they pleas lookin like the apocolyps sandi 2012 wegonnndiiii
'262345744424529920',this one still has regular filling up headed home    wawa food market  937,0,hurricane,this one still has regular filling up headed home wawa food market 937,this one still ha regular filling up headed home wawa food market 937,thi one still ha regular fill up head home wawa food market 937
'263285243589578752',thebroadwayhat good in the rosebank section of staten island  i know other pa s are under water on the island  hope you are well,0,hurricane,thebroadwayhat good in the rosebank section of staten island i know other pa s are under water on the island hope you are well,thebroadwayhat good in the rosebank section of staten island i know other pa s are under water on the island hope you are well,thebroadwayhat good in the rosebank section of staten island i know other pa s are under water on the island hope you are well
'263023420298625026',on the bright side   happy bi hday to my sissy  sptheghost29   21 oh helllllls yaaa   love u ma,0,hurricane,on the bright side happy bi hday to my sissy sptheghost29 21 oh helllllls yaaa love u ma,on the bright side happy bi hday to my sissy sptheghost29 21 oh helllllls yaaa love u ma,on the bright side happi bi hday to my sissi sptheghost29 21 oh hellllll yaaa love u ma
'262747369303572481',this fucker just overpowered that fffffuck  fb,0,hurricane,this fucker just overpowered that fffffuck fb,this fucker just overpowered that fffffuck fb,thi fucker just overpow that fffffuck fb
'262497523539779585',satstudytime    finally   we wish we had found that before   ya better get this soul plane gqb,0,hurricane,satstudytime finally we wish we had found that before ya better get this soul plane gqb,satstudytime finally we wish we had found that before ya better get this soul plane gqb,satstudytim final we wish we had found that befor ya better get thi soul plane gqb
'262706417612505089',like if you wanna go out in the storm  have fun but my ass is staying in the house,2,hurricane,like if you wanna go out in the storm have fun but my ass is staying in the house,like if you wanna go out in the storm have fun but my as is staying in the house,like if you wanna go out in the storm have fun but my ass is stay in the hous
'262577228318138369',pervaizistan  bloomberg  signing an executive order mandating evacuation of low lying areas  zone a   sandy  fb,2,hurricane,pervaizistan bloomberg signing an executive order mandating evacuation of low lying areas zone a sandy fb,pervaizistan bloomberg signing an executive order mandating evacuation of low lying area zone a sandy fb,pervaizistan bloomberg sign an execut order mandat evacu of low lie area zone a sandi fb
'263078594740363264',thanks for the heads up  apple   hurricane  sandy    williamsburg,1,hurricane,thanks for the heads up apple hurricane sandy williamsburg,thanks for the head up apple hurricane sandy williamsburg,thank for the head up appl hurrican sandi williamsburg
'262957484518551552',i m at fifth avenue diner  brooklyn  ny,0,hurricane,i m at fifth avenue diner brooklyn ny,i m at fifth avenue diner brooklyn ny,i m at fifth avenu diner brooklyn ny
'263259497236140032',we ll survive     nyc  sandy   new york loft hostel,2,hurricane,we ll survive nyc sandy new york loft hostel,we ll survive nyc sandy new york loft hostel,we ll surviv nyc sandi new york loft hostel
'263009721005531138',there s something missing    i can deadass feel it like on some shit,0,hurricane,there s something missing i can deadass feel it like on some shit,there s something missing i can deadass feel it like on some shit,there s someth miss i can deadass feel it like on some shit
'263030732656631810',themachobrand   eastharlemcafe keep up the good work 1 of these days ill pay a visit,0,hurricane,themachobrand eastharlemcafe keep up the good work 1 of these days ill pay a visit,themachobrand eastharlemcafe keep up the good work 1 of these day ill pay a visit,themachobrand eastharlemcaf keep up the good work 1 of these day ill pay a visit
'263327205621366784',river view  nyc  sandy  landscape  lic   riverview restaurant  lounge,1,hurricane,river view nyc sandy landscape lic riverview restaurant lounge,river view nyc sandy landscape lic riverview restaurant lounge,river view nyc sandi landscap lic riverview restaur loung
'263015963644022784',i m hearing tree branches being torn off outside  wicked,2,hurricane,i m hearing tree branches being torn off outside wicked,i m hearing tree branch being torn off outside wicked,i m hear tree branch be torn off outsid wick
'262626684094783488',bodybldrmarcus i know that  it s just old to see that though,0,hurricane,bodybldrmarcus i know that it s just old to see that though,bodybldrmarcus i know that it s just old to see that though,bodybldrmarcu i know that it s just old to see that though
'263309659283275776',a couple of  sandy shots from bedford ave  nth 3rd,1,hurricane,a couple of sandy shots from bedford ave nth 3rd,a couple of sandy shot from bedford ave nth 3rd,a coupl of sandi shot from bedford ave nth 3rd
'262699011855773696',i m at vincent s trattoria  washington township  nj,0,hurricane,i m at vincent s trattoria washington township nj,i m at vincent s trattoria washington township nj,i m at vincent s trattoria washington township nj
'262496960987148289',satstudytime   goodness we wish my girls found this previously   ya better get this  riseofthezombies guu,0,hurricane,satstudytime goodness we wish my girls found this previously ya better get this riseofthezombies guu,satstudytime goodness we wish my girl found this previously ya better get this riseofthezombies guu,satstudytim good we wish my girl found thi previous ya better get thi riseofthezombi guu
'262610300019286016',running away from frankenstorm  sandy with  asudano    nj transit   no heast corridor line,1,hurricane,running away from frankenstorm sandy with asudano nj transit no heast corridor line,running away from frankenstorm sandy with asudano nj transit no heast corridor line,run away from frankenstorm sandi with asudano nj transit no heast corridor line
'262684370488393728',arumontwolf  hugs  sounds like a wolf needs a hot shower and wolfnoms  wolfthings,0,hurricane,arumontwolf hugs sounds like a wolf needs a hot shower and wolfnoms wolfthings,arumontwolf hug sound like a wolf need a hot shower and wolfnoms wolfthings,arumontwolf hug sound like a wolf need a hot shower and wolfnom wolfth
'263083776266096641',spiniello96 is 32nd street area out of power,1,hurricane,spiniello96 is 32nd street area out of power,spiniello96 is 32nd street area out of power,spiniello96 is 32nd street area out of power
'262970799965745152',sal bravo  but i don t have a ps3    lmao,0,hurricane,sal bravo but i don t have a ps3 lmao,sal bravo but i don t have a ps3 lmao,sal bravo but i don t have a ps3 lmao
'262438806156898304',satstudytime   goodness we wish my girls found this previously   ya better get this  riseofthezombies guu,0,hurricane,satstudytime goodness we wish my girls found this previously ya better get this riseofthezombies guu,satstudytime goodness we wish my girl found this previously ya better get this riseofthezombies guu,satstudytim good we wish my girl found thi previous ya better get thi riseofthezombi guu
'262355029615316992',zachsmith7 boardwalk is battened down  so cool,0,hurricane,zachsmith7 boardwalk is battened down so cool,zachsmith7 boardwalk is battened down so cool,zachsmith7 boardwalk is batten down so cool
'263075880530755584',checkthiskidout in jersey bruh  its looking real crazy,0,hurricane,checkthiskidout in jersey bruh its looking real crazy,checkthiskidout in jersey bruh it looking real crazy,checkthiskidout in jersey bruh it look real crazi
'263122233868812288',lydsthekid where do you live,0,hurricane,lydsthekid where do you live,lydsthekid where do you live,lydsthekid where do you live
'263007503829327872',newark will always stay strong  that s how we re built,0,hurricane,newark will always stay strong that s how we re built,newark will always stay strong that s how we re built,newark will alway stay strong that s how we re built
'263009356738621440',what is newjersey turning into,0,hurricane,what is newjersey turning into,what is newjersey turning into,what is newjersey turn into
'263038378361110528',who wants to go swimming in revel s new pool,0,hurricane,who wants to go swimming in revel s new pool,who want to go swimming in revel s new pool,who want to go swim in revel s new pool
'262675805539291136',femaleturnons  when they pick you up and throw you down on the bed,0,hurricane,femaleturnons when they pick you up and throw you down on the bed,femaleturnons when they pick you up and throw you down on the bed,femaleturnon when they pick you up and throw you down on the bed
'262425810785402880',bout dis money fukk the beef   no response just a silent hill,0,hurricane,bout dis money fukk the beef no response just a silent hill,bout dis money fukk the beef no response just a silent hill,bout di money fukk the beef no respons just a silent hill
'263327793574715392',flanneryrollins just finished  what a crazy concept jeez,0,hurricane,flanneryrollins just finished what a crazy concept jeez,flanneryrollins just finished what a crazy concept jeez,flanneryrollin just finish what a crazi concept jeez
'262906599327281152',good luck to everybody for he next 2 days,2,hurricane,good luck to everybody for he next 2 days,good luck to everybody for he next 2 day,good luck to everybodi for he next 2 day
'262726908700143616',bitch i m chasing out with ur money,0,hurricane,bitch i m chasing out with ur money,bitch i m chasing out with ur money,bitch i m chase out with ur money
'262428563796549632',sheesh quan  lol  wut da wave  for today,0,hurricane,sheesh quan lol wut da wave for today,sheesh quan lol wut da wave for today,sheesh quan lol wut da wave for today
'263427769629818880',mfbrooklyn does the show stream online later tonight  i m at my buddies here in brooklyn  he s a best selling author with no tv haha,0,hurricane,mfbrooklyn does the show stream online later tonight i m at my buddies here in brooklyn he s a best selling author with no tv haha,mfbrooklyn doe the show stream online later tonight i m at my buddy here in brooklyn he s a best selling author with no tv haha,mfbrooklyn doe the show stream onlin later tonight i m at my buddi here in brooklyn he s a best sell author with no tv haha
'263079180596559872',seriousnoonie my lights keep flickering too  but no love from con ed  you still in the power zone,1,hurricane,seriousnoonie my lights keep flickering too but no love from con ed you still in the power zone,seriousnoonie my light keep flickering too but no love from con ed you still in the power zone,seriousnooni my light keep flicker too but no love from con ed you still in the power zone
'262434605116833793',gottaacemysatexam       we really wish we managed to find that earlier   you better get it now,0,hurricane,gottaacemysatexam we really wish we managed to find that earlier you better get it now,gottaacemysatexam we really wish we managed to find that earlier you better get it now,gottaacemysatexam we realli wish we manag to find that earlier you better get it now
'262616445618372609',just posted a photo   washington park,0,hurricane,just posted a photo washington park,just posted a photo washington park,just post a photo washington park
'263091899584360448',an incredible photo from a security cam in a hoboken path station,0,hurricane,an incredible photo from a security cam in a hoboken path station,an incredible photo from a security cam in a hoboken path station,an incred photo from a secur cam in a hoboken path station
'262756565659033600',i really just want to cuddle  and yes i m aware how girly cliche i sound right now   hugsnotdrugs,0,hurricane,i really just want to cuddle and yes i m aware how girly cliche i sound right now hugsnotdrugs,i really just want to cuddle and yes i m aware how girly cliche i sound right now hugsnotdrugs,i realli just want to cuddl and ye i m awar how girli clich i sound right now hugsnotdrug
'263083286610452481',of course half my block s power went out    everyone else has it  been sittin around with candles like fckin cave people lmao,2,hurricane,of course half my block s power went out everyone else has it been sittin around with candles like fckin cave people lmao,of course half my block s power went out everyone else ha it been sittin around with candle like fckin cave people lmao,of cours half my block s power went out everyon els ha it been sittin around with candl like fckin cave peopl lmao
'262562122372890627',i m at atlantic city  nj  atlantic city  nj,0,hurricane,i m at atlantic city nj atlantic city nj,i m at atlantic city nj atlantic city nj,i m at atlant citi nj atlant citi nj
'262685267352223744',jmoulfrancis i asked if that was the word they wanna use lol,0,hurricane,jmoulfrancis i asked if that was the word they wanna use lol,jmoulfrancis i asked if that wa the word they wanna use lol,jmoulfranc i ask if that wa the word they wanna use lol
'262400294900617216',word askaboutme x3  should of went to a halloween pa y,0,hurricane,word askaboutme x3 should of went to a halloween pa y,word askaboutme x3 should of went to a halloween pa y,word askaboutm x3 should of went to a halloween pa y
'262718038476980224',is einstein his first name or his last name     rachelbrit  hurricanetalk  ganghamstyle,0,hurricane,is einstein his first name or his last name rachelbrit hurricanetalk ganghamstyle,is einstein his first name or his last name rachelbrit hurricanetalk ganghamstyle,is einstein hi first name or hi last name rachelbrit hurricanetalk ganghamstyl
'263349267484274688',craizesexican idk i m in lite bites    we eating     steinway is open like nothing,0,hurricane,craizesexican idk i m in lite bites we eating steinway is open like nothing,craizesexican idk i m in lite bite we eating steinway is open like nothing,craizesexican idk i m in lite bite we eat steinway is open like noth
'262676739690475520',look at me do social media     frankenstorm apocalypse   hurricane sandy w   saadiq,1,hurricane,look at me do social media frankenstorm apocalypse hurricane sandy w saadiq,look at me do social medium frankenstorm apocalypse hurricane sandy w saadiq,look at me do social media frankenstorm apocalyps hurrican sandi w saadiq
'262969417225363456',ennajay  lol just as i thought,0,hurricane,ennajay lol just as i thought,ennajay lol just a i thought,ennajay lol just as i thought
'262626618789466112',corybooker  school closings expected for newark tues   still being evaluated for tom   sandy  hurrican13  somsdsuper,1,hurricane,corybooker school closings expected for newark tues still being evaluated for tom sandy hurrican13 somsdsuper,corybooker school closing expected for newark tues still being evaluated for tom sandy hurrican13 somsdsuper,corybook school close expect for newark tue still be evalu for tom sandi hurrican13 somsdsup
'262922393574580224',meteorologists need to take a more badass approach on  how they name storms  hellfire or bitch with balls seem more appropriate,2,hurricane,meteorologists need to take a more badass approach on how they name storms hellfire or bitch with balls seem more appropriate,meteorologist need to take a more badass approach on how they name storm hellfire or bitch with ball seem more appropriate,meteorologist need to take a more badass approach on how they name storm hellfir or bitch with ball seem more appropri
'262621814990200834',dommydeuces wait how much did u pay,0,hurricane,dommydeuces wait how much did u pay,dommydeuces wait how much did u pay,dommydeuc wait how much did u pay
'262516583644143618',gottaacemysatexam   finally   we wish our son had got that earlier   hurry before its unavailable  tsunami dra,0,hurricane,gottaacemysatexam finally we wish our son had got that earlier hurry before its unavailable tsunami dra,gottaacemysatexam finally we wish our son had got that earlier hurry before it unavailable tsunami dra,gottaacemysatexam final we wish our son had got that earlier hurri befor it unavail tsunami dra
'263069990243155968',silvasweater sitting in the car with austin charging phones  a tree almost just knocked out my house  and no power,1,hurricane,silvasweater sitting in the car with austin charging phones a tree almost just knocked out my house and no power,silvasweater sitting in the car with austin charging phone a tree almost just knocked out my house and no power,silvasweat sit in the car with austin charg phone a tree almost just knock out my hous and no power
'262896874363691008',sicher the problem is that the shit is entering the fan very slowly,0,hurricane,sicher the problem is that the shit is entering the fan very slowly,sicher the problem is that the shit is entering the fan very slowly,sicher the problem is that the shit is enter the fan veri slowli
'262807687736205312',attempting to massage my own back,0,hurricane,attempting to massage my own back,attempting to massage my own back,attempt to massag my own back
'263116483004100608',good night all  and please stay safe,0,hurricane,good night all and please stay safe,good night all and please stay safe,good night all and pleas stay safe
'262548810629251072',i m at chodae presbyterian church  norwood  nj,0,hurricane,i m at chodae presbyterian church norwood nj,i m at chodae presbyterian church norwood nj,i m at choda presbyterian church norwood nj
'263301964689973249',you gotta work for it,0,hurricane,you gotta work for it,you gotta work for it,you gotta work for it
'263009720191823872',last night in downtown  mta flood protection for  sandy    200 west st,1,hurricane,last night in downtown mta flood protection for sandy 200 west st,last night in downtown mta flood protection for sandy 200 west st,last night in downtown mta flood protect for sandi 200 west st
'262944362542010369',today s outfit                     don t mind my pillow pet,0,hurricane,today s outfit don t mind my pillow pet,today s outfit don t mind my pillow pet,today s outfit don t mind my pillow pet
'262907026424877056',mcdonald park  off s  is filled w con edison emergency trucks    fb,2,hurricane,mcdonald park off s is filled w con edison emergency trucks fb,mcdonald park off s is filled w con edison emergency truck fb,mcdonald park off s is fill w con edison emerg truck fb
'262633947203252225',turning the fuck up tonight    my weekend is not over,0,hurricane,turning the fuck up tonight my weekend is not over,turning the fuck up tonight my weekend is not over,turn the fuck up tonight my weekend is not over
'262957316100468736',fuck come on      i need a new car  will this damn tree fall over already  gt   gt,0,hurricane,fuck come on i need a new car will this damn tree fall over already gt gt,fuck come on i need a new car will this damn tree fall over already gt gt,fuck come on i need a new car will thi damn tree fall over alreadi gt gt
'262355118396157952',got my swimming sho s with me  who has a boogie board,0,hurricane,got my swimming sho s with me who has a boogie board,got my swimming sho s with me who ha a boogie board,got my swim sho s with me who ha a boogi board
'262946618012229632',halloween really in 2 more days   o o,0,hurricane,halloween really in 2 more days o o,halloween really in 2 more day o o,halloween realli in 2 more day o o
'263307664468090880',my sister was playing skinny love for my dad and he asks   what happens when you gain weight,0,hurricane,my sister was playing skinny love for my dad and he asks what happens when you gain weight,my sister wa playing skinny love for my dad and he asks what happens when you gain weight,my sister wa play skinni love for my dad and he ask what happen when you gain weight
'262601772424650754',classes canceled monday and tuesday  fordhampleasures,0,hurricane,classes canceled monday and tuesday fordhampleasures,class canceled monday and tuesday fordhampleasures,class cancel monday and tuesday fordhampleasur
'263115190361538562',i like taylor swifts curly hair more then her new hair style,0,hurricane,i like taylor swifts curly hair more then her new hair style,i like taylor swift curly hair more then her new hair style,i like taylor swift curli hair more then her new hair style
'263385694460862465',nourhanheikal look at a tweet i retweeted,0,hurricane,nourhanheikal look at a tweet i retweeted,nourhanheikal look at a tweet i retweeted,nourhanheik look at a tweet i retweet
'262683574405312512',i m at the allendale bar  grill  allendale  nj,0,hurricane,i m at the allendale bar grill allendale nj,i m at the allendale bar grill allendale nj,i m at the allendal bar grill allendal nj
'263291389842968577',thomas schutte loves brooklyn   most read by neighbors in  lowereastside  newyork,0,hurricane,thomas schutte loves brooklyn most read by neighbors in lowereastside newyork,thomas schutte love brooklyn most read by neighbor in lowereastside newyork,thoma schutt love brooklyn most read by neighbor in lowereastsid newyork
'263092731444858882',can t wait to explore the aftermath tomorrow,2,hurricane,can t wait to explore the aftermath tomorrow,can t wait to explore the aftermath tomorrow,can t wait to explor the aftermath tomorrow
'262597695842172928',brunch y all   i hear the rosemary mint pancakes are the bomb diggity   instafood   brunchlove  bu   mazelle,0,hurricane,brunch y all i hear the rosemary mint pancakes are the bomb diggity instafood brunchlove bu mazelle,brunch y all i hear the rosemary mint pancake are the bomb diggity instafood brunchlove bu mazelle,brunch y all i hear the rosemari mint pancak are the bomb diggiti instafood brunchlov bu mazel
'263009110998532097',pourleternite okay i will  yea i know cici is mad scared,0,hurricane,pourleternite okay i will yea i know cici is mad scared,pourleternite okay i will yea i know cici is mad scared,pourleternit okay i will yea i know cici is mad scare
'262643965390630912',prodr1977 i have my x husband full custody of my sons   xavier he will be fine and the baby well like i said he s being release to me,0,hurricane,prodr1977 i have my x husband full custody of my sons xavier he will be fine and the baby well like i said he s being release to me,prodr1977 i have my x husband full custody of my son xavier he will be fine and the baby well like i said he s being release to me,prodr1977 i have my x husband full custodi of my son xavier he will be fine and the babi well like i said he s be releas to me
'262604824556748800',naiomideez ill talk to my manager girl,0,hurricane,naiomideez ill talk to my manager girl,naiomideez ill talk to my manager girl,naiomideez ill talk to my manag girl
'263033711270961152',hurricane sandy approacheth  the colgate clock is probably not going to make it     libe y state park,1,hurricane,hurricane sandy approacheth the colgate clock is probably not going to make it libe y state park,hurricane sandy approacheth the colgate clock is probably not going to make it libe y state park,hurrican sandi approacheth the colgat clock is probabl not go to make it libe y state park
'263104949909585920',won t have to evac until 8 30 tomorrow  mafia until we dieee,0,hurricane,won t have to evac until 8 30 tomorrow mafia until we dieee,won t have to evac until 8 30 tomorrow mafia until we dieee,won t have to evac until 8 30 tomorrow mafia until we dieee
'263046025533612034',only thing left in the house is halloween candy  ohdarn,0,hurricane,only thing left in the house is halloween candy ohdarn,only thing left in the house is halloween candy ohdarn,onli thing left in the hous is halloween candi ohdarn
'263055199940268033',hooray for vehicle phone chargers   suckit  sandy,0,hurricane,hooray for vehicle phone chargers suckit sandy,hooray for vehicle phone charger suckit sandy,hooray for vehicl phone charger suckit sandi
'262708890322477056',taylloorx  when guys get straight to the point  gt  gt  gt,0,hurricane,taylloorx when guys get straight to the point gt gt gt,taylloorx when guy get straight to the point gt gt gt,taylloorx when guy get straight to the point gt gt gt
'262974947373240320',beckypaulson2  mittromney romney is  wealth extractor  not a  job creator,0,hurricane,beckypaulson2 mittromney romney is wealth extractor not a job creator,beckypaulson2 mittromney romney is wealth extractor not a job creator,beckypaulson2 mittromney romney is wealth extractor not a job creator
'262666532058980352',hehecore it doesn t leave your hair smelling like shampoo,0,hurricane,hehecore it doesn t leave your hair smelling like shampoo,hehecore it doesn t leave your hair smelling like shampoo,hehecor it doesn t leav your hair smell like shampoo
'263146348474400768',bsides the tree on our house  my family and i have stayed safe and lucky w  power  keeping every victim of this storm in my thoughts  sandy,1,hurricane,bsides the tree on our house my family and i have stayed safe and lucky w power keeping every victim of this storm in my thoughts sandy,bsides the tree on our house my family and i have stayed safe and lucky w power keeping every victim of this storm in my thought sandy,bside the tree on our hous my famili and i have stay safe and lucki w power keep everi victim of thi storm in my thought sandi
'263096555840602113',all of nyc lost power except the empire state building  times square  and apa ment 5e,1,hurricane,all of nyc lost power except the empire state building times square and apa ment 5e,all of nyc lost power except the empire state building time square and apa ment 5e,all of nyc lost power except the empir state build time squar and apa ment 5e
'262680816826593281',jaddy jahh     loll the wind might blow us away but okaay,1,hurricane,jaddy jahh loll the wind might blow us away but okaay,jaddy jahh loll the wind might blow u away but okaay,jaddi jahh loll the wind might blow us away but okaay
'262358415848910850',happy i saw  rich wave23 while i was   work,0,hurricane,happy i saw rich wave23 while i was work,happy i saw rich wave23 while i wa work,happi i saw rich wave23 while i wa work
'263077836657684480',ztaz  lmfao and all of the wind and shit is from their ship,0,hurricane,ztaz lmfao and all of the wind and shit is from their ship,ztaz lmfao and all of the wind and shit is from their ship,ztaz lmfao and all of the wind and shit is from their ship
'262582272820121601',mmallqui94 i didn t even notice she jumped in  lmfao,0,hurricane,mmallqui94 i didn t even notice she jumped in lmfao,mmallqui94 i didn t even notice she jumped in lmfao,mmallqui94 i didn t even notic she jump in lmfao
'263048280273989633',i wish cupid could help me out right now,0,hurricane,i wish cupid could help me out right now,i wish cupid could help me out right now,i wish cupid could help me out right now
'262350807649882112',thickandsassy  so u styling the kid  ima die of hunger messing with u eb,0,hurricane,thickandsassy so u styling the kid ima die of hunger messing with u eb,thickandsassy so u styling the kid ima die of hunger messing with u eb,thickandsassi so u style the kid ima die of hunger mess with u eb
'262609141024043009',tnfff same i wish i never took it,0,hurricane,tnfff same i wish i never took it,tnfff same i wish i never took it,tnfff same i wish i never took it
'263058131309977600',seducedbyluke aw thank you so much lt 3,0,hurricane,seducedbyluke aw thank you so much lt 3,seducedbyluke aw thank you so much lt 3,seducedbyluk aw thank you so much lt 3
'262405049899155457',mikaylasindel  alexalombardi97 fill this girl in,0,hurricane,mikaylasindel alexalombardi97 fill this girl in,mikaylasindel alexalombardi97 fill this girl in,mikaylasindel alexalombardi97 fill thi girl in
'262942829976899584',selling my nba 2k13  50 looks brand new and works like brand new for the xbox360,0,hurricane,selling my nba 2k13 50 looks brand new and works like brand new for the xbox360,selling my nba 2k13 50 look brand new and work like brand new for the xbox360,sell my nba 2k13 50 look brand new and work like brand new for the xbox360
'262988044246843392',me and  mhogan 21 conversation right now  bffprobz,0,hurricane,me and mhogan 21 conversation right now bffprobz,me and mhogan 21 conversation right now bffprobz,me and mhogan 21 convers right now bffprobz
'262772528857108481',jaredleto  boy they are ripping u a new asshole  for wearing that marine jacket you better school them  let them know it out of respect,0,hurricane,jaredleto boy they are ripping u a new asshole for wearing that marine jacket you better school them let them know it out of respect,jaredleto boy they are ripping u a new asshole for wearing that marine jacket you better school them let them know it out of respect,jaredleto boy they are rip u a new asshol for wear that marin jacket you better school them let them know it out of respect
'263142700679843840',be back twitter  i m bout to hop in the shower with a flashlight on,0,hurricane,be back twitter i m bout to hop in the shower with a flashlight on,be back twitter i m bout to hop in the shower with a flashlight on,be back twitter i m bout to hop in the shower with a flashlight on
'262356291714957312',sandy is blowing me so good  she might cancel school for monday and tuesday    oh sandy,1,hurricane,sandy is blowing me so good she might cancel school for monday and tuesday oh sandy,sandy is blowing me so good she might cancel school for monday and tuesday oh sandy,sandi is blow me so good she might cancel school for monday and tuesday oh sandi
'263074476781105152',davon4l you two are so perfect  lt 3,0,hurricane,davon4l you two are so perfect lt 3,davon4l you two are so perfect lt 3,davon4l you two are so perfect lt 3
'262587446494130176',getting my brunch on before sandy hits     walter s,1,hurricane,getting my brunch on before sandy hits walter s,getting my brunch on before sandy hit walter s,get my brunch on befor sandi hit walter s
'262561404886863873',my mom asked me what is my problem  not knowing that its her,0,hurricane,my mom asked me what is my problem not knowing that its her,my mom asked me what is my problem not knowing that it her,my mom ask me what is my problem not know that it her
'263414943116828674',hollins moment   rolling around on front quad the night of my first tinker scare senior year  hollinssisters,0,hurricane,hollins moment rolling around on front quad the night of my first tinker scare senior year hollinssisters,hollins moment rolling around on front quad the night of my first tinker scare senior year hollinssisters,hollin moment roll around on front quad the night of my first tinker scare senior year hollinssist
'263002686025252864',this is a mockery with this storm    everyone be safe,2,hurricane,this is a mockery with this storm everyone be safe,this is a mockery with this storm everyone be safe,thi is a mockeri with thi storm everyon be safe
'263030397351391233',but i m so happy right now watching  look who s talking   johntravolta  kirstiealley,0,hurricane,but i m so happy right now watching look who s talking johntravolta kirstiealley,but i m so happy right now watching look who s talking johntravolta kirstiealley,but i m so happi right now watch look who s talk johntravolta kirstiealley
'262750399398809601',rice n beaners  xgangxbangx your not even cute,0,hurricane,rice n beaners xgangxbangx your not even cute,rice n beaner xgangxbangx your not even cute,rice n beaner xgangxbangx your not even cute
