id,tweet,tokenized,lemmatized,stemmed,label
901524048173297664,yesterday we checked on our dearest verinha and these two boys  after the rain check  we had,yesterday we checked on our dearest verinha and these two boys after the rain check we had,yesterday we checked on our dearest verinha and these two boy after the rain check we had,yesterday we check on our dearest verinha and these two boy after the rain check we had,0
901523758397239298,hurricane  at  kroger in houston  tx  6d9qda7vuet,hurricane at kroger in houston tx 6d9qda7vuet,hurricane at kroger in houston tx 6d9qda7vuet,hurrican at kroger in houston tx 6d9qda7vuet,1
901523589299679232,repost  melldro2015  get repost       for where two or three gather in my name  there i am with,repost melldro2015 get repost for where two or three gather in my name there i am with,repost melldro2015 get repost for where two or three gather in my name there i am with,repost melldro2015 get repost for where two or three gather in my name there i am with,0
901523169470685184,for where two or three gather in my name  there i am with them   matthew 18 20  this even,for where two or three gather in my name there i am with them matthew 18 20 this even,for where two or three gather in my name there i am with them matthew 18 20 this even,for where two or three gather in my name there i am with them matthew 18 20 thi even,0
901522776493879296,it s been a while since i have written a prep list for a station  tonight  underbellyhou is,it s been a while since i have written a prep list for a station tonight underbellyhou is,it s been a while since i have written a prep list for a station tonight underbellyhou is,it s been a while sinc i have written a prep list for a station tonight underbellyh is,0
901522661397975040,workflow still out here grinding making this easy money while,workflow still out here grinding making this easy money while,workflow still out here grinding making this easy money while,workflow still out here grind make thi easi money while,0
901522575775477760,it s puppy appreciation day  feed your the best   nogmo  nogluten  nocorn  petsma,it s puppy appreciation day feed your the best nogmo nogluten nocorn petsma,it s puppy appreciation day feed your the best nogmo nogluten nocorn petsma,it s puppi appreci day feed your the best nogmo nogluten nocorn petsma,0
901522563804925956,surveying the trails and water line   hurricanepa y  getoutchallenge  walkingday,surveying the trails and water line hurricanepa y getoutchallenge walkingday,surveying the trail and water line hurricanepa y getoutchallenge walkingday,survey the trail and water line hurricanepa y getoutchalleng walkingday,0
901522558608187392,so  what have y all purchased so far since y all been trapped in the house  clothes  makeup,so what have y all purchased so far since y all been trapped in the house clothes makeup,so what have y all purchased so far since y all been trapped in the house clothes makeup,so what have y all purchas so far sinc y all been trap in the hous cloth makeup,0
901522247596244992,checking it out   jimmyephotography  houstontexas  photographer  houston photographers,checking it out jimmyephotography houstontexas photographer houston photographers,checking it out jimmyephotography houstontexas photographer houston photographer,check it out jimmyephotographi houstontexa photograph houston photograph,0
901522199919685633,vegas  here we  e  what fight  i don t know what you re talking about  we are just  evac,vegas here we e what fight i don t know what you re talking about we are just evac,vega here we e what fight i don t know what you re talking about we are just evac,vega here we e what fight i don t know what you re talk about we are just evac,0
901522167451402240,bath   body works sale  online,bath body works sale online,bath body work sale online,bath bodi work sale onlin,0
901521716878430210,catch me behind the bar liveoakhtx is your fight nightdestination   the mayweather vs,catch me behind the bar liveoakhtx is your fight nightdestination the mayweather vs,catch me behind the bar liveoakhtx is your fight nightdestination the mayweather v,catch me behind the bar liveoakhtx is your fight nightdestin the mayweath vs,0
901520936813383681,i m at starbucks in houston  tx  7tffovyczi,i m at starbucks in houston tx 7tffovyczi,i m at starbucks in houston tx 7tffovyczi,i m at starbuck in houston tx 7tffovyczi,0
901520828843474944,mijn collega daniel stapt zijn huis uit in houston na hurricane,mijn collega daniel stapt zijn huis uit in houston na hurricane,mijn collega daniel stapt zijn huis uit in houston na hurricane,mijn collega daniel stapt zijn hui uit in houston na hurrican,2
901520824682729473,greensbayou looking east at  jfkblvd in the  eastaldinedistrict of  houston    my houston,greensbayou looking east at jfkblvd in the eastaldinedistrict of houston my houston,greensbayou looking east at jfkblvd in the eastaldinedistrict of houston my houston,greensbay look east at jfkblvd in the eastaldinedistrict of houston my houston,0
901520701991124992,lots of places were closed but  snoozeameatery came through clutch  i can still taste the omg,lots of places were closed but snoozeameatery came through clutch i can still taste the omg,lot of place were closed but snoozeameatery came through clutch i can still taste the omg,lot of place were close but snoozeameateri came through clutch i can still tast the omg,0
901520700879638528,fox26houstonpic     zcyqojbthp,fox26houstonpic zcyqojbthp,fox26houstonpic zcyqojbthp,fox26houstonp zcyqojbthp,0
901520496004608000,greensbayou looking east at  jfkblvd in the  eastaldinedistrict of  houston    my houston,greensbayou looking east at jfkblvd in the eastaldinedistrict of houston my houston,greensbayou looking east at jfkblvd in the eastaldinedistrict of houston my houston,greensbay look east at jfkblvd in the eastaldinedistrict of houston my houston,0
901520099206713344,disgorge iron gore death    representng the mexican gore lords    brutalization of the world,disgorge iron gore death representng the mexican gore lords brutalization of the world,disgorge iron gore death representng the mexican gore lord brutalization of the world,disgorg iron gore death representng the mexican gore lord brutal of the world,0
901520013722615811,every saturday night at the all new  johnny b s outlaw saloon      we ve got  1 50 drafts and,every saturday night at the all new johnny b s outlaw saloon we ve got 1 50 drafts and,every saturday night at the all new johnny b s outlaw saloon we ve got 1 50 draft and,everi saturday night at the all new johnni b s outlaw saloon we ve got 1 50 draft and,0
901519798106038272,harvey kittens  we saved 4 kittens from the possibly fate of drowning  they where born in,harvey kittens we saved 4 kittens from the possibly fate of drowning they where born in,harvey kitten we saved 4 kitten from the possibly fate of drowning they where born in,harvey kitten we save 4 kitten from the possibl fate of drown they where born in,0
901519616022724608,48 hour flash sale  ends monday    botox  medspa  antiaging  skin  health  beauty  houston  laserhairremoval  spa    2whe4m7,48 hour flash sale ends monday botox medspa antiaging skin health beauty houston laserhairremoval spa 2whe4m7,48 hour flash sale end monday botox medspa antiaging skin health beauty houston laserhairremoval spa 2whe4m7,48 hour flash sale end monday botox medspa antiag skin health beauti houston laserhairremov spa 2whe4m7,0
901519426515865600,drinking a fruity pellets by  greatheights  great heights brewing  pany   c496210170,drinking a fruity pellets by greatheights great heights brewing pany c496210170,drinking a fruity pellet by greatheights great height brewing pany c496210170,drink a fruiti pellet by greatheight great height brew pani c496210170,0
901519366415634432,still waiting for  hurricaneharvey to get to  htown so time for  mimosas   brunch,still waiting for hurricaneharvey to get to htown so time for mimosas brunch,still waiting for hurricaneharvey to get to htown so time for mimosa brunch,still wait for hurricaneharvey to get to htown so time for mimosa brunch,0
901519287051055104,this is how you protect yourself from harvey in houston     maskingtape,this is how you protect yourself from harvey in houston maskingtape,this is how you protect yourself from harvey in houston maskingtape,thi is how you protect yourself from harvey in houston maskingtap,0
901519151897997312,smiles are always in fashion  model   gorg3ous win2x for booking info visit,smiles are always in fashion model gorg3ous win2x for booking info visit,smile are always in fashion model gorg3ous win2x for booking info visit,smile are alway in fashion model gorg3ou win2x for book info visit,0
901518985228951554,wanna know who emptied the bread shelves at the stores here in houston  it was me  lol,wanna know who emptied the bread shelves at the stores here in houston it was me lol,wanna know who emptied the bread shelf at the store here in houston it wa me lol,wanna know who empti the bread shelv at the store here in houston it wa me lol,0
901518968992747520,matilda on the left  and twink her son  on the right   neighborhood,matilda on the left and twink her son on the right neighborhood,matilda on the left and twink her son on the right neighborhood,matilda on the left and twink her son on the right neighborhood,0
901518196951441409,hurricanebeers   drinking a shoebelation  uncle touchy s naked puzzle basement    c496205806  photo,hurricanebeers drinking a shoebelation uncle touchy s naked puzzle basement c496205806 photo,hurricanebeers drinking a shoebelation uncle touchy s naked puzzle basement c496205806 photo,hurricaneb drink a shoebel uncl touchi s nake puzzl basement c496205806 photo,0
901518196330463232,happy national dog day   mychloebaby  doggylove  happydogday,happy national dog day mychloebaby doggylove happydogday,happy national dog day mychloebaby doggylove happydogday,happi nation dog day mychloebabi doggylov happydogday,0
901517980986597376,praying for friends and family in texas right now   houston  texas,praying for friends and family in texas right now houston texas,praying for friend and family in texas right now houston texas,pray for friend and famili in texa right now houston texa,0
901517827944984576,mushrooms  fungi  alien  trees  mycelium  life  ea h,mushrooms fungi alien trees mycelium life ea h,mushroom fungi alien tree mycelium life ea h,mushroom fungi alien tree mycelium life ea h,0
901517753621917696,tonight we re at  clublifehou message me for  bottleservice or  getonmylist  stickypromo,tonight we re at clublifehou message me for bottleservice or getonmylist stickypromo,tonight we re at clublifehou message me for bottleservice or getonmylist stickypromo,tonight we re at clublifeh messag me for bottleservic or getonmylist stickypromo,0
901517708596051969,texasweather  lovemytexas  onlyintexas  houston,texasweather lovemytexas onlyintexas houston,texasweather lovemytexas onlyintexas houston,texasweath lovemytexa onlyintexa houston,0
901517403980353536,what hurricane  repost  qualityoverquanity  fountainofgains  houstonpersonaltrainer  nfl,what hurricane repost qualityoverquanity fountainofgains houstonpersonaltrainer nfl,what hurricane repost qualityoverquanity fountainofgains houstonpersonaltrainer nfl,what hurrican repost qualityoverquan fountainofgain houstonpersonaltrain nfl,1
901517352189255685,orangewhipgolf trainer really works  even during a hurricane here in houston   orangewhipgolf,orangewhipgolf trainer really works even during a hurricane here in houston orangewhipgolf,orangewhipgolf trainer really work even during a hurricane here in houston orangewhipgolf,orangewhipgolf trainer realli work even dure a hurrican here in houston orangewhipgolf,1
901517223839375362,high water across all main lanes in  eastside on e sam houston tollway sb after pasadena blvd and before fairmont pkwy  traffic,high water across all main lanes in eastside on e sam houston tollway sb after pasadena blvd and before fairmont pkwy traffic,high water across all main lane in eastside on e sam houston tollway sb after pasadena blvd and before fairmont pkwy traffic,high water across all main lane in eastsid on e sam houston tollway sb after pasadena blvd and befor fairmont pkwi traffic,0
901517124241420288,the hurricane watch crew    at the ready    some more than others  village grove  pasadena  texas,the hurricane watch crew at the ready some more than others village grove pasadena texas,the hurricane watch crew at the ready some more than others village grove pasadena texas,the hurrican watch crew at the readi some more than other villag grove pasadena texa,2
901516208020783105,feliz cumplea os lelo   lo amamos    lelo  felizcumplea os  happybi hday  loveyou,feliz cumplea os lelo lo amamos lelo felizcumplea os happybi hday loveyou,feliz cumplea o lelo lo amamos lelo felizcumplea o happybi hday loveyou,feliz cumplea os lelo lo amamo lelo felizcumplea os happybi hday lovey,0
901515846140534788,cooking me some  shrimp  houston  texas,cooking me some shrimp houston texas,cooking me some shrimp houston texas,cook me some shrimp houston texa,0
901515795221676033,i m at home in pasadena  tx  1gepr wtwj,i m at home in pasadena tx 1gepr wtwj,i m at home in pasadena tx 1gepr wtwj,i m at home in pasadena tx 1gepr wtwj,0
901515628317728768,drinking an amber by  greatheights  great heights brewing  pany    c496196495,drinking an amber by greatheights great heights brewing pany c496196495,drinking an amber by greatheights great height brewing pany c496196495,drink an amber by greatheight great height brew pani c496196495,0
901515291535921152,for harvey  topo roundly rejects prior restraint   veteran  braeswood place  houston,for harvey topo roundly rejects prior restraint veteran braeswood place houston,for harvey topo roundly reject prior restraint veteran braeswood place houston,for harvey topo roundli reject prior restraint veteran braeswood place houston,0
901515145289101312,usgs08076000   greens bayou nr houston  tx height  55 16ft    55ft  flow  7360cfs  uv site no 08076000 t 20170826133000,usgs08076000 greens bayou nr houston tx height 55 16ft 55ft flow 7360cfs uv site no 08076000 t 20170826133000,usgs08076000 green bayou nr houston tx height 55 16ft 55ft flow 7360cfs uv site no 08076000 t 20170826133000,usgs08076000 green bayou nr houston tx height 55 16ft 55ft flow 7360cf uv site no 08076000 t 20170826133000,0
901514932746764288,just posted a photo  dbr clothing co,just posted a photo dbr clothing co,just posted a photo dbr clothing co,just post a photo dbr cloth co,0
901514725464260608,not much going in this weekend other than harvey so keep it tuned in to pop soap tv as we recap,not much going in this weekend other than harvey so keep it tuned in to pop soap tv as we recap,not much going in this weekend other than harvey so keep it tuned in to pop soap tv a we recap,not much go in thi weekend other than harvey so keep it tune in to pop soap tv as we recap,0
901514460010995712,under over   houstontexas  photographer  houstonphotographer  jimmyephotography  sony,under over houstontexas photographer houstonphotographer jimmyephotography sony,under over houstontexas photographer houstonphotographer jimmyephotography sony,under over houstontexa photograph houstonphotograph jimmyephotographi soni,0
901514104967483392,felicidades lelo   love you  lelo  happybi hday  felizcumplea os  houston  texas,felicidades lelo love you lelo happybi hday felizcumplea os houston texas,felicidades lelo love you lelo happybi hday felizcumplea o houston texas,felicidad lelo love you lelo happybi hday felizcumplea os houston texa,0
901514079155748864,haciendo lo que amo   doing what i love modelo  fatimamorken  mua  houston  muahouston,haciendo lo que amo doing what i love modelo fatimamorken mua houston muahouston,haciendo lo que amo doing what i love modelo fatimamorken mua houston muahouston,haciendo lo que amo do what i love modelo fatimamorken mua houston muahouston,0
901513933130878977,never give up on ya dream my nigga iont giva fuck how old you is bruh    you live once so chase,never give up on ya dream my nigga iont giva fuck how old you is bruh you live once so chase,never give up on ya dream my nigga iont giva fuck how old you is bruh you live once so chase,never give up on ya dream my nigga iont giva fuck how old you is bruh you live onc so chase,0
901513663391158272,what jay z say  im focused man  itsjustmello  houstontx  houstontexas  houston,what jay z say im focused man itsjustmello houstontx houstontexas houston,what jay z say im focused man itsjustmello houstontx houstontexas houston,what jay z say im focus man itsjustmello houstontx houstontexa houston,0
901513618373701633,haciendo lo que amo   doing what i love modelo  fatimamorken  mua  houston  muahouston,haciendo lo que amo doing what i love modelo fatimamorken mua houston muahouston,haciendo lo que amo doing what i love modelo fatimamorken mua houston muahouston,haciendo lo que amo do what i love modelo fatimamorken mua houston muahouston,0
901512549971226625,during a 1946 texas hurricane my great grandfather swam ten miles,during a 1946 texas hurricane my great grandfather swam ten miles,during a 1946 texas hurricane my great grandfather swam ten mile,dure a 1946 texa hurrican my great grandfath swam ten mile,2
901512492916060160,e out and watch the texans with us on one of our big screen tv s    all the action up close,e out and watch the texans with us on one of our big screen tv s all the action up close,e out and watch the texan with u on one of our big screen tv s all the action up close,e out and watch the texan with us on one of our big screen tv s all the action up close,0
901512094167703552,trucktrappin  mybrokerabeast   trucktrapperofdayear,trucktrappin mybrokerabeast trucktrapperofdayear,trucktrappin mybrokerabeast trucktrapperofdayear,trucktrappin mybrokerabeast trucktrapperofdayear,0
901511623625584640,some photos from last night s omakase at kukuri houston  swipe left to see a few of the pieces,some photos from last night s omakase at kukuri houston swipe left to see a few of the pieces,some photo from last night s omakase at kukuri houston swipe left to see a few of the piece,some photo from last night s omakas at kukuri houston swipe left to see a few of the piec,0
901511270330793984,this is how i m feeling right now  open excited  fun ed,this is how i m feeling right now open excited fun ed,this is how i m feeling right now open excited fun ed,thi is how i m feel right now open excit fun ed,0
901511210453135360,here we go  visual out now   king ft  chino   click tha link in my bio  houston,here we go visual out now king ft chino click tha link in my bio houston,here we go visual out now king ft chino click tha link in my bio houston,here we go visual out now king ft chino click tha link in my bio houston,0
901510535258230786,braeswood bayou   jimmyephotography  houstontexas  photographer  houston photographers,braeswood bayou jimmyephotography houstontexas photographer houston photographers,braeswood bayou jimmyephotography houstontexas photographer houston photographer,braeswood bayou jimmyephotographi houstontexa photograph houston photograph,0
901510300490493952,current weather in pearland  thunderstorm  79 f 83  humidity  wind 13mph  pressure 1010mb,current weather in pearland thunderstorm 79 f 83 humidity wind 13mph pressure 1010mb,current weather in pearland thunderstorm 79 f 83 humidity wind 13mph pressure 1010mb,current weather in pearland thunderstorm 79 f 83 humid wind 13mph pressur 1010mb,0
901510147528425473,current weather in pasadena  moderate rain  79 f 83  humidity  wind 14mph  pressure 1010mb,current weather in pasadena moderate rain 79 f 83 humidity wind 14mph pressure 1010mb,current weather in pasadena moderate rain 79 f 83 humidity wind 14mph pressure 1010mb,current weather in pasadena moder rain 79 f 83 humid wind 14mph pressur 1010mb,0
901509280125169664,houston  hurricaneharvey  2017  i45 at  whiteoakbayou  leonel castillo  munity center,houston hurricaneharvey 2017 i45 at whiteoakbayou leonel castillo munity center,houston hurricaneharvey 2017 i45 at whiteoakbayou leonel castillo munity center,houston hurricaneharvey 2017 i45 at whiteoakbay leonel castillo muniti center,0
901509279848517632,praying oyster creek s banks can hold throughout the storm   hurricaneharvey  hurricane,praying oyster creek s banks can hold throughout the storm hurricaneharvey hurricane,praying oyster creek s bank can hold throughout the storm hurricaneharvey hurricane,pray oyster creek s bank can hold throughout the storm hurricaneharvey hurrican,2
901509202526560257,storm tip      whataburger,storm tip whataburger,storm tip whataburger,storm tip whataburg,1
901509067709050883,time to head back  wind is building  seeing some lightening,time to head back wind is building seeing some lightening,time to head back wind is building seeing some lightening,time to head back wind is build see some lighten,0
901508845859733504,otw way with the fire im goin in on these fuck niggas the strong way  onsauce  whoready,otw way with the fire im goin in on these fuck niggas the strong way onsauce whoready,otw way with the fire im goin in on these fuck nigga the strong way onsauce whoready,otw way with the fire im goin in on these fuck nigga the strong way onsauc whoreadi,0
901508651474534400,just sad      i m just riding to ensure their safety  whenharveyisyourlastname,just sad i m just riding to ensure their safety whenharveyisyourlastname,just sad i m just riding to ensure their safety whenharveyisyourlastname,just sad i m just ride to ensur their safeti whenharveyisyourlastnam,0
901508479105552385,sustainability begins with conservation     kroger,sustainability begins with conservation kroger,sustainability begin with conservation kroger,sustain begin with conserv kroger,0
901508376420638721,we are here to suppo  our customers impacted by  harvey  call 1 800 servpro,we are here to suppo our customers impacted by harvey call 1 800 servpro,we are here to suppo our customer impacted by harvey call 1 800 servpro,we are here to suppo our custom impact by harvey call 1 800 servpro,0
901508311786409984,outcry tour photo n  1  houston  texas,outcry tour photo n 1 houston texas,outcry tour photo n 1 houston texas,outcri tour photo n 1 houston texa,0
901508309676675072,i really don t know what i was doin   houston  texas,i really don t know what i was doin houston texas,i really don t know what i wa doin houston texas,i realli don t know what i wa doin houston texa,0
901508071796690950,harvey s limited bread selectiom  kroger,harvey s limited bread selectiom kroger,harvey s limited bread selectiom kroger,harvey s limit bread selectiom kroger,0
901507887998148609,sweet dreams are made of these  who had a mind to disagree    eurythmics  girlsnightout  sweet,sweet dreams are made of these who had a mind to disagree eurythmics girlsnightout sweet,sweet dream are made of these who had a mind to disagree eurythmics girlsnightout sweet,sweet dream are made of these who had a mind to disagre eurythm girlsnightout sweet,0
901507731840020483,sooooo  who s ready to move and sta  your journey into owning your own home  stop throwing,sooooo who s ready to move and sta your journey into owning your own home stop throwing,sooooo who s ready to move and sta your journey into owning your own home stop throwing,sooooo who s readi to move and sta your journey into own your own home stop throw,0
901507295497961472,happybdaytaylor  myniece  todayisyourday  queen  houston  texas,happybdaytaylor myniece todayisyourday queen houston texas,happybdaytaylor myniece todayisyourday queen houston texas,happybdaytaylor myniec todayisyourday queen houston texa,0
901506807381737472,lectura en tiempos de hurac n  voguemagazine  voguemagazine  downtown houston,lectura en tiempos de hurac n voguemagazine voguemagazine downtown houston,lectura en tiempos de hurac n voguemagazine voguemagazine downtown houston,lectura en tiempo de hurac n voguemagazin voguemagazin downtown houston,0
901506755905146884,hurricaneharvey feeling antsy   sprouts farmers market    sproutsfm in houston  tx   3dczoiqk2s,hurricaneharvey feeling antsy sprouts farmers market sproutsfm in houston tx 3dczoiqk2s,hurricaneharvey feeling antsy sprout farmer market sproutsfm in houston tx 3dczoiqk2s,hurricaneharvey feel antsi sprout farmer market sproutsfm in houston tx 3dczoiqk2,0
901506456331198469,gsv will be open today  while it s still safe    takeaveggiebreak  greenseedvegan  thirdward,gsv will be open today while it s still safe takeaveggiebreak greenseedvegan thirdward,gsv will be open today while it s still safe takeaveggiebreak greenseedvegan thirdward,gsv will be open today while it s still safe takeaveggiebreak greenseedvegan thirdward,0
901506429537746944,slo mo but wait for it  typical teenagers   hurricaneharvey  izzy,slo mo but wait for it typical teenagers hurricaneharvey izzy,slo mo but wait for it typical teenager hurricaneharvey izzy,slo mo but wait for it typic teenag hurricaneharvey izzi,0
901506424664096768,here s another helpful tip about craft breweries after you get water fills   hurricane  harvey,here s another helpful tip about craft breweries after you get water fills hurricane harvey,here s another helpful tip about craft brewery after you get water fill hurricane harvey,here s anoth help tip about craft breweri after you get water fill hurrican harvey,2
901506276605255680,,,,,0
901506219013263364,nationaldogday  shibasofinstagram  shibainu  otto  houstonlife  waitingoutthestorm  buffalo,nationaldogday shibasofinstagram shibainu otto houstonlife waitingoutthestorm buffalo,nationaldogday shibasofinstagram shibainu otto houstonlife waitingoutthestorm buffalo,nationaldogday shibasofinstagram shibainu otto houstonlif waitingoutthestorm buffalo,0
901505491569967105,stuck indoors this weekend like me  get your fashion fix with the new london calling collection,stuck indoors this weekend like me get your fashion fix with the new london calling collection,stuck indoors this weekend like me get your fashion fix with the new london calling collection,stuck indoor thi weekend like me get your fashion fix with the new london call collect,0
901505323848142848,hardworkdontstop  houston  texas,hardworkdontstop houston texas,hardworkdontstop houston texas,hardworkdontstop houston texa,0
901504924525133824,tomorrow s 7am lord of the streets service will occur  8am  10 30am  and 12 30 pm trinity,tomorrow s 7am lord of the streets service will occur 8am 10 30am and 12 30 pm trinity,tomorrow s 7am lord of the street service will occur 8am 10 30am and 12 30 pm trinity,tomorrow s 7am lord of the street servic will occur 8am 10 30am and 12 30 pm triniti,0
901504836050583552,fwm  no heast houston  houston  texas,fwm no heast houston houston texas,fwm no heast houston houston texas,fwm no heast houston houston texa,0
901504795936215040,make my day 13th here   fit athletic club in houston  tx   2ntegdm2gm,make my day 13th here fit athletic club in houston tx 2ntegdm2gm,make my day 13th here fit athletic club in houston tx 2ntegdm2gm,make my day 13th here fit athlet club in houston tx 2ntegdm2gm,0
901504787086290946,saturday brunch  biscuits  potatoes  crispy bacon  and scrambled eggs   hurricanepa y,saturday brunch biscuits potatoes crispy bacon and scrambled eggs hurricanepa y,saturday brunch biscuit potato crispy bacon and scrambled egg hurricanepa y,saturday brunch biscuit potato crispi bacon and scrambl egg hurricanepa y,0
901504785299390464,what a day  houston  texas,what a day houston texas,what a day houston texas,what a day houston texa,0
901504389789212672,hurrication day2  hurricaneharvey  thatsabbathlife  sixth ward  houston  texas,hurrication day2 hurricaneharvey thatsabbathlife sixth ward houston texas,hurrication day2 hurricaneharvey thatsabbathlife sixth ward houston texas,hurric day2 hurricaneharvey thatsabbathlif sixth ward houston texa,0
901504261200035841,them  houston  texas,them houston texas,them houston texas,them houston texa,0
901503441620656128,life has definitely slowed down in houston  houston is a big spread out city  we live downtown,life has definitely slowed down in houston houston is a big spread out city we live downtown,life ha definitely slowed down in houston houston is a big spread out city we live downtown,life ha definit slow down in houston houston is a big spread out citi we live downtown,0
901503275559784448,3401 stanford st  houston  tx 77006   465 000 2 beds  3 baths  aifk,3401 stanford st houston tx 77006 465 000 2 beds 3 baths aifk,3401 stanford st houston tx 77006 465 000 2 bed 3 bath aifk,3401 stanford st houston tx 77006 465 000 2 bed 3 bath aifk,0
901503273240276993,getting real at white oak bayou now     studewood park,getting real at white oak bayou now studewood park,getting real at white oak bayou now studewood park,get real at white oak bayou now studewood park,0
901503003508822016,omg rain  eh  i ll just chill with a beer at j henry s      kr d series   gose   c496154556  photo,omg rain eh i ll just chill with a beer at j henry s kr d series gose c496154556 photo,omg rain eh i ll just chill with a beer at j henry s kr d series gose c496154556 photo,omg rain eh i ll just chill with a beer at j henri s kr d seri gose c496154556 photo,0
901502987188809728,get out of the house walkabout   hurricaneharvey  izzy  glenbrook,get out of the house walkabout hurricaneharvey izzy glenbrook,get out of the house walkabout hurricaneharvey izzy glenbrook,get out of the hous walkabout hurricaneharvey izzi glenbrook,0
901502959359545344,from the antone s parking lot at tc jester   610,from the antone s parking lot at tc jester 610,from the antone s parking lot at tc jester 610,from the anton s park lot at tc jester 610,0
901502950224281600,houston we re back saturday tonight join us at  foxhollowhouston from 8p 2a for another dope,houston we re back saturday tonight join us at foxhollowhouston from 8p 2a for another dope,houston we re back saturday tonight join u at foxhollowhouston from 8p 2a for another dope,houston we re back saturday tonight join us at foxhollowhouston from 8p 2a for anoth dope,0
901502394147713025,while the weather isn t too bad right now  we re closed in the  ccrunningclub today  if you re,while the weather isn t too bad right now we re closed in the ccrunningclub today if you re,while the weather isn t too bad right now we re closed in the ccrunningclub today if you re,while the weather isn t too bad right now we re close in the ccrunningclub today if you re,2
901502168708067329,snippet of the video i took this morning   hurricaneharvey  cottage grove  houston,snippet of the video i took this morning hurricaneharvey cottage grove houston,snippet of the video i took this morning hurricaneharvey cottage grove houston,snippet of the video i took thi morn hurricaneharvey cottag grove houston,0
901501828608782336,just posted a photo  cryotexas,just posted a photo cryotexas,just posted a photo cryotexas,just post a photo cryotexa,0
901501813463146496,chocolate sandwich cookies filled with a dark chocolate ganache and decorated with cookies,chocolate sandwich cookies filled with a dark chocolate ganache and decorated with cookies,chocolate sandwich cooky filled with a dark chocolate ganache and decorated with cooky,chocol sandwich cooki fill with a dark chocol ganach and decor with cooki,0
901501741937684484,thank you to so many of you who have reached out   jeff and i are doing just fine in rainy,thank you to so many of you who have reached out jeff and i are doing just fine in rainy,thank you to so many of you who have reached out jeff and i are doing just fine in rainy,thank you to so mani of you who have reach out jeff and i are do just fine in raini,0
901501493517459456,more than 50 homes damaged after possibl  aief,more than 50 homes damaged after possibl aief,more than 50 home damaged after possibl aief,more than 50 home damag after possibl aief,0
901501442309070848,tonight   dbar  20 admission w   plimentary drink   freefood  hookah  mayweather  mcgregor  dbar,tonight dbar 20 admission w plimentary drink freefood hookah mayweather mcgregor dbar,tonight dbar 20 admission w plimentary drink freefood hookah mayweather mcgregor dbar,tonight dbar 20 admiss w plimentari drink freefood hookah mayweath mcgregor dbar,0
901501368770244608,she got something you can t teach one of the best up ing talents i know in houston right now,she got something you can t teach one of the best up ing talents i know in houston right now,she got something you can t teach one of the best up ing talent i know in houston right now,she got someth you can t teach one of the best up ing talent i know in houston right now,0
901501326458310657,tonight   mayweather viewing pa y   texans game viewing party  doors open at 6pm still good,tonight mayweather viewing pa y texans game viewing party doors open at 6pm still good,tonight mayweather viewing pa y texan game viewing party door open at 6pm still good,tonight mayweath view pa y texan game view parti door open at 6pm still good,0
901501152163975169,residents advised of minor street flooding  flash flood warning  aiek,residents advised of minor street flooding flash flood warning aiek,resident advised of minor street flooding flash flood warning aiek,resid advis of minor street flood flash flood warn aiek,1
901501150226243584,minor street flooding beginning to affect area  aiej,minor street flooding beginning to affect area aiej,minor street flooding beginning to affect area aiej,minor street flood begin to affect area aiej,1
901500908768329729,loafs of bread  1 50 and free half gallons of water  harvey  pearland  centraltexasbbq  central,loafs of bread 1 50 and free half gallons of water harvey pearland centraltexasbbq central,loaf of bread 1 50 and free half gallon of water harvey pearland centraltexasbbq central,loaf of bread 1 50 and free half gallon of water harvey pearland centraltexasbbq central,0
901500827394875401,i missed the meeting  third ward  houston,i missed the meeting third ward houston,i missed the meeting third ward houston,i miss the meet third ward houston,0
901500784071802881,leaf collection   houstontexas  photographer  sonya7sii  houston photographers,leaf collection houstontexas photographer sonya7sii houston photographers,leaf collection houstontexas photographer sonya7sii houston photographer,leaf collect houstontexa photograph sonya7sii houston photograph,0
901500657584136192,tonight arrive early  mayweather vs  mcgregor watch pa y at  houstongrooves 2300 pierce st over,tonight arrive early mayweather vs mcgregor watch pa y at houstongrooves 2300 pierce st over,tonight arrive early mayweather v mcgregor watch pa y at houstongrooves 2300 pierce st over,tonight arriv earli mayweath vs mcgregor watch pa y at houstongroov 2300 pierc st over,0
901500302880321537,8323 wilcrest dr  9004  houston  tx 77072   25 000 2 beds  1 bath  aidh,8323 wilcrest dr 9004 houston tx 77072 25 000 2 beds 1 bath aidh,8323 wilcrest dr 9004 houston tx 77072 25 000 2 bed 1 bath aidh,8323 wilcrest dr 9004 houston tx 77072 25 000 2 bed 1 bath aidh,0
901500113574559744,this is going to be me next week   houston  texas,this is going to be me next week houston texas,this is going to be me next week houston texas,thi is go to be me next week houston texa,0
901500041541689346,usgs08076000   greens bayou nr houston  tx height  55 51ft    55ft  flow  7540cfs  uv site no 08076000 t 20170826123000,usgs08076000 greens bayou nr houston tx height 55 51ft 55ft flow 7540cfs uv site no 08076000 t 20170826123000,usgs08076000 green bayou nr houston tx height 55 51ft 55ft flow 7540cfs uv site no 08076000 t 20170826123000,usgs08076000 green bayou nr houston tx height 55 51ft 55ft flow 7540cf uv site no 08076000 t 20170826123000,0
